mixed_file,clean_file,noise_file,noise_category,target_snr_db,actual_snr_db,sample_rate,duration_seconds
mixed_0186.wav,book_00028_chp_0038_reader_05919_36_seg_0_seg1.wav,door_Freesound_validated_82088_0.wav,door,-5,-5.0,48000,10.0
mixed_0187.wav,book_00028_chp_0015_reader_08897_6_seg_2_seg1.wav,door_Freesound_validated_162532_5.wav,door,-5,-5.0,48000,10.333
mixed_0188.wav,book_00007_chp_0008_reader_01326_20_seg_0_seg1.wav,typing_Freesound_validated_456191_4.wav,typing,10,10.0,48000,10.333
mixed_0189.wav,book_00008_chp_0146_reader_07907_1_seg_0_seg2.wav,door_Freesound_validated_113136_0.wav,door,20,20.0,48000,2.64
mixed_0190.wav,book_00028_chp_0031_reader_05303_22_seg_0_seg3.wav,typing_Freesound_validated_449609_20.wav,typing,-5,-5.0,48000,2.576
mixed_0191.wav,book_00008_chp_0146_reader_07907_5_seg_2_seg1.wav,door_Freesound_validated_82558_14.wav,door,-5,-5.0,48000,3.136
mixed_0192.wav,book_00000_chp_0009_reader_06709_26_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_452631_23.wav,squeakyChair,5,5.0,48000,2.944
mixed_0193.wav,book_00028_chp_0031_reader_05303_17_seg_0_seg1.wav,typing_Freesound_validated_387930_1.wav,typing,20,20.0,48000,2.736
mixed_0194.wav,book_00028_chp_0015_reader_08897_71_seg_0_seg1.wav,copy-machine_Freesound_validated_413342_2.wav,copy-machine,5,5.0,48000,10.333
mixed_0195.wav,book_00028_chp_0031_reader_05303_42_seg_0_seg2.wav,door_Freesound_validated_202515_1.wav,door,15,15.0,48000,3.312
mixed_0196.wav,book_00028_chp_0031_reader_05303_23_seg_1_seg2.wav,door_Freesound_validated_170244_0.wav,door,20,20.0,48000,3.904
mixed_0197.wav,book_00008_chp_0146_reader_07907_1_seg_1_seg4.wav,door_Freesound_validated_199663_1.wav,door,15,15.0,48000,2.816
mixed_0198.wav,book_00028_chp_0031_reader_05303_15_seg_1_seg1.wav,door_Freesound_validated_154784_0.wav,door,10,10.0,48000,6.208
mixed_0199.wav,book_00028_chp_0031_reader_05303_73_seg_2_seg1.wav,door_Freesound_validated_110310_24.wav,door,10,10.0,48000,1.12
mixed_0200.wav,book_00002_chp_0005_reader_11980_17_seg_0_seg2.wav,squeak_squeakyChair_Freesound_validated_452631_15.wav,squeakyChair,20,20.0,48000,2.784
mixed_0201.wav,book_00002_chp_0005_reader_11980_20_seg_0_seg1.wav,typing_Freesound_validated_376934_21.wav,typing,-5,-4.997,48000,1.856
mixed_0202.wav,book_00028_chp_0038_reader_05919_5_seg_1_seg1.wav,typing_Freesound_validated_456191_2.wav,typing,0,0.0,48000,9.36
mixed_0203.wav,book_00028_chp_0031_reader_05303_31_seg_1_seg2.wav,door_Freesound_validated_112354_1.wav,door,20,20.0,48000,4.464
mixed_0204.wav,book_00026_chp_0039_reader_04408_40_seg_0_seg1.wav,copy-machine_Freesound_validated_425222_31.wav,copy-machine,-5,-5.0,48000,8.784
mixed_0205.wav,book_00002_chp_0005_reader_11980_16_seg_1_seg1.wav,door_Freesound_validated_168446_12.wav,door,10,10.0,48000,2.352
mixed_0206.wav,book_00028_chp_0031_reader_05303_28_seg_1_seg1.wav,door_Freesound_validated_34589_0.wav,door,20,20.0,48000,10.16
mixed_0207.wav,book_00000_chp_0009_reader_06709_18_seg_2_seg1.wav,door_Freesound_validated_180680_0.wav,door,5,5.0,48000,4.16
mixed_0208.wav,book_00028_chp_0015_reader_08897_50_seg_2_seg1.wav,door_Freesound_validated_193852_0.wav,door,10,10.0,48000,7.744
mixed_0209.wav,book_00028_chp_0031_reader_05303_21_seg_2_seg1.wav,typing_Freesound_validated_79710_4.wav,typing,0,-0.0,48000,2.24
mixed_0210.wav,book_00008_chp_0146_reader_07907_3_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_414105_1.wav,squeakyChair,10,10.0,48000,2.176
mixed_0211.wav,book_00008_chp_0146_reader_07907_7_seg_1_seg1.wav,door_Freesound_validated_62470_0.wav,door,0,-0.0,48000,8.656
mixed_0212.wav,book_00028_chp_0031_reader_05303_4_seg_1_seg2.wav,door_Freesound_validated_193866_0.wav,door,10,10.0,48000,4.0
mixed_0213.wav,book_00028_chp_0031_reader_05303_27_seg_0_seg1.wav,typing_Freesound_validated_424752_0.wav,typing,-5,-5.0,48000,3.136
mixed_0214.wav,book_00028_chp_0031_reader_05303_47_seg_1_seg2.wav,door_Freesound_validated_164567_0.wav,door,20,20.0,48000,2.832
mixed_0215.wav,book_00025_chp_0019_reader_04069_23_seg_1_seg1.wav,door_Freesound_validated_190577_0.wav,door,15,15.0,48000,2.624
mixed_0216.wav,book_00025_chp_0019_reader_04069_36_seg_1_seg1.wav,door_Freesound_validated_79688_5.wav,door,0,0.0,48000,10.176
mixed_0217.wav,book_00008_chp_0146_reader_07907_1_seg_2_seg3.wav,copy-machine_Freesound_validated_425222_35.wav,copy-machine,5,5.0,48000,2.512
mixed_0218.wav,book_00028_chp_0015_reader_08897_77_seg_1_seg1.wav,door_Freesound_validated_153436_0.wav,door,20,20.0,48000,10.205
mixed_0219.wav,book_00028_chp_0031_reader_05303_61_seg_1_seg2.wav,door_Freesound_validated_193839_0.wav,door,15,15.0,48000,3.549
mixed_0220.wav,book_00008_chp_0146_reader_07907_7_seg_0_seg4.wav,typing_Freesound_validated_196397_3.wav,typing,10,10.0,48000,2.656
mixed_0221.wav,book_00028_chp_0038_reader_05919_13_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_452578_0.wav,squeakyChair,10,10.0,48000,7.392
mixed_0222.wav,book_00008_chp_0146_reader_07907_4_seg_2_seg1.wav,typing_Freesound_validated_423648_0.wav,typing,0,0.0,48000,2.592
mixed_0223.wav,book_00025_chp_0019_reader_04069_27_seg_1_seg1.wav,door_Freesound_validated_171705_0.wav,door,15,15.0,48000,7.536
mixed_0224.wav,book_00028_chp_0038_reader_05919_29_seg_0_seg1.wav,typing_Freesound_validated_378083_0.wav,typing,0,0.0,48000,4.144
mixed_0225.wav,book_00002_chp_0005_reader_11980_7_seg_1_seg1.wav,typing_Freesound_validated_424902_0.wav,typing,-5,-5.0,48000,1.328
mixed_0226.wav,book_00028_chp_0038_reader_05919_32_seg_1_seg1.wav,door_Freesound_validated_119482_0.wav,door,0,0.0,48000,10.333
mixed_0228.wav,book_00008_chp_0146_reader_07907_8_seg_2_seg1.wav,typing_Freesound_validated_399603_13.wav,typing,0,0.0,48000,1.744
mixed_0229.wav,book_00028_chp_0031_reader_05303_44_seg_0_seg1.wav,typing_Freesound_validated_353510_21.wav,typing,5,96.825,48000,6.16
mixed_0230.wav,book_00028_chp_0031_reader_05303_10_seg_2_seg1.wav,door_Freesound_validated_82558_6.wav,door,0,-0.0,48000,4.72
mixed_0231.wav,book_00025_chp_0019_reader_04069_18_seg_2_seg1.wav,typing_Freesound_validated_209987_18.wav,typing,20,20.0,48000,1.104
mixed_0232.wav,book_00002_chp_0005_reader_11980_17_seg_1_seg2.wav,typing_Freesound_validated_399603_44.wav,typing,5,5.0,48000,2.672
mixed_0233.wav,book_00002_chp_0005_reader_11980_12_seg_1_seg2.wav,squeak_squeakyChair_Freesound_validated_446005_1.wav,squeakyChair,15,15.0,48000,2.848
mixed_0234.wav,book_00028_chp_0031_reader_05303_3_seg_1_seg1.wav,typing_Freesound_validated_65410_0.wav,typing,-5,-5.0,48000,8.288
mixed_0235.wav,book_00008_chp_0146_reader_07907_10_seg_0_seg1.wav,typing_Freesound_validated_155571_0.wav,typing,15,15.0,48000,1.04
mixed_0236.wav,book_00026_chp_0039_reader_04408_17_seg_2_seg1.wav,typing_Freesound_validated_380135_6.wav,typing,15,15.0,48000,9.341
mixed_0237.wav,book_00028_chp_0038_reader_05919_3_seg_1_seg2.wav,squeak_squeakyChair_Freesound_validated_430637_0.wav,squeakyChair,-5,-5.0,48000,2.093
mixed_0238.wav,book_00026_chp_0039_reader_04408_6_seg_0_seg2.wav,door_Freesound_validated_155664_1.wav,door,20,20.0,48000,3.664
mixed_0239.wav,book_00007_chp_0008_reader_01326_55_seg_0_seg1.wav,typing_Freesound_validated_155568_0.wav,typing,15,15.0,48000,2.256
mixed_0240.wav,book_00028_chp_0015_reader_08897_66_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_440603_2.wav,squeakyChair,10,10.0,48000,10.333
mixed_0241.wav,book_00002_chp_0005_reader_11980_3_seg_1_seg2.wav,door_Freesound_validated_167875_0.wav,door,15,15.0,48000,2.56
mixed_0242.wav,book_00028_chp_0015_reader_08897_45_seg_0_seg1.wav,typing_Freesound_validated_209987_8.wav,typing,5,5.0,48000,2.848
mixed_0243.wav,book_00028_chp_0015_reader_08897_41_seg_0_seg1.wav,door_Freesound_validated_173498_0.wav,door,15,15.0,48000,7.28
mixed_0244.wav,book_00002_chp_0005_reader_11980_18_seg_0_seg1.wav,door_Freesound_validated_17367_0.wav,door,15,15.0,48000,2.336
mixed_0245.wav,book_00008_chp_0146_reader_07907_2_seg_1_seg2.wav,door_Freesound_validated_197118_4.wav,door,5,5.0,48000,2.336
mixed_0246.wav,book_00026_chp_0039_reader_04408_27_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_452631_36.wav,squeakyChair,10,10.0,48000,10.048
mixed_0247.wav,book_00002_chp_0005_reader_11980_3_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_433977_0.wav,squeakyChair,0,0.0,48000,1.552
mixed_0248.wav,book_00025_chp_0019_reader_04069_39_seg_2_seg1.wav,typing_Freesound_validated_380135_3.wav,typing,0,0.0,48000,1.184
mixed_0249.wav,book_00028_chp_0031_reader_05303_36_seg_0_seg2.wav,typing_Freesound_validated_433991_3.wav,typing,15,15.0,48000,5.6
mixed_0250.wav,book_00026_chp_0039_reader_04408_17_seg_0_seg2.wav,squeak_squeakyChair_Freesound_validated_414105_2.wav,squeakyChair,10,10.0,48000,2.912
mixed_0251.wav,book_00028_chp_0031_reader_05303_0_seg_0_seg1.wav,door_Freesound_validated_135430_0.wav,door,-5,-5.0,48000,2.848
mixed_0252.wav,book_00028_chp_0031_reader_05303_57_seg_0_seg1.wav,typing_Freesound_validated_432785_5.wav,typing,10,10.0,48000,4.832
mixed_0253.wav,book_00028_chp_0031_reader_05303_8_seg_2_seg1.wav,door_Freesound_validated_193851_0.wav,door,0,-0.0,48000,2.416
mixed_0254.wav,book_00025_chp_0019_reader_04069_24_seg_0_seg2.wav,squeak_squeakyChair_Freesound_validated_465687_2.wav,squeakyChair,20,20.0,48000,3.248
mixed_0255.wav,book_00028_chp_0031_reader_05303_16_seg_1_seg1.wav,typing_Freesound_validated_399603_3.wav,typing,0,0.0,48000,8.176
mixed_0256.wav,book_00008_chp_0146_reader_07907_0_seg_0_seg1.wav,typing_Freesound_validated_71238_0.wav,typing,-5,-5.0,48000,6.736
mixed_0257.wav,book_00000_chp_0009_reader_06709_4_seg_1_seg1.wav,typing_Freesound_validated_361639_2.wav,typing,15,15.0,48000,1.648
mixed_0258.wav,book_00028_chp_0031_reader_05303_48_seg_0_seg1.wav,door_Freesound_validated_113123_0.wav,door,-5,-5.0,48000,5.312
mixed_0259.wav,book_00028_chp_0031_reader_05303_22_seg_2_seg3.wav,door_Freesound_validated_135430_1.wav,door,0,0.0,48000,1.056
mixed_0260.wav,book_00002_chp_0005_reader_11980_19_seg_2_seg3.wav,door_Freesound_validated_151982_0.wav,door,20,20.0,48000,2.768
mixed_0261.wav,book_00026_chp_0039_reader_04408_36_seg_0_seg1.wav,door_Freesound_validated_193826_0.wav,door,-5,-5.0,48000,7.808
mixed_0262.wav,book_00000_chp_0009_reader_06709_26_seg_2_seg1.wav,door_Freesound_validated_138281_2.wav,door,-5,-5.0,48000,8.109
mixed_0263.wav,book_00002_chp_0005_reader_11980_1_seg_0_seg1.wav,door_Freesound_validated_23191_1.wav,door,15,15.0,48000,2.736
mixed_0264.wav,book_00028_chp_0031_reader_05303_15_seg_0_seg1.wav,door_Freesound_validated_165933_7.wav,door,10,10.0,48000,6.624
mixed_0265.wav,book_00028_chp_0031_reader_05303_79_seg_0_seg2.wav,door_Freesound_validated_36823_0.wav,door,20,20.0,48000,3.232
mixed_0266.wav,book_00028_chp_0031_reader_05303_23_seg_1_seg1.wav,typing_Freesound_validated_79711_5.wav,typing,5,5.0,48000,2.784
mixed_0267.wav,book_00025_chp_0019_reader_04069_16_seg_1_seg1.wav,door_Freesound_validated_196775_0.wav,door,20,20.0,48000,3.12
mixed_0268.wav,book_00028_chp_0031_reader_05303_14_seg_2_seg1.wav,typing_Freesound_validated_437631_0.wav,typing,-5,-5.0,48000,10.333
mixed_0269.wav,book_00002_chp_0005_reader_11980_20_seg_2_seg3.wav,door_Freesound_validated_62531_0.wav,door,-5,-5.0,48000,4.48
mixed_0270.wav,book_00007_chp_0008_reader_01326_27_seg_2_seg1.wav,typing_Freesound_validated_125377_0.wav,typing,15,15.0,48000,4.96
mixed_0271.wav,book_00002_chp_0005_reader_11980_18_seg_2_seg1.wav,typing_Freesound_validated_335898_0.wav,typing,-5,-5.0,48000,1.648
mixed_0272.wav,book_00008_chp_0146_reader_07907_1_seg_2_seg2.wav,door_Freesound_validated_144510_0.wav,door,10,10.0,48000,2.192
mixed_0273.wav,book_00028_chp_0015_reader_08897_68_seg_2_seg1.wav,typing_Freesound_validated_383677_15.wav,typing,10,10.0,48000,2.24
mixed_0274.wav,book_00000_chp_0009_reader_06709_5_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_414193_5.wav,squeakyChair,-5,-5.0,48000,10.333
mixed_0276.wav,book_00028_chp_0031_reader_05303_52_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_452631_9.wav,squeakyChair,5,5.0,48000,6.672
mixed_0277.wav,book_00028_chp_0031_reader_05303_80_seg_0_seg1.wav,door_Freesound_validated_118624_0.wav,door,-5,-5.0,48000,2.224
mixed_0278.wav,book_00002_chp_0005_reader_11980_0_seg_0_seg1.wav,door_Freesound_validated_193867_0.wav,door,5,5.0,48000,3.056
mixed_0279.wav,book_00007_chp_0008_reader_01326_1_seg_1_seg2.wav,typing_Freesound_validated_456191_7.wav,typing,0,0.0,48000,8.365
mixed_0280.wav,book_00028_chp_0031_reader_05303_81_seg_0_seg1.wav,door_Freesound_validated_178752_0.wav,door,-5,-5.0,48000,3.568
mixed_0281.wav,book_00025_chp_0019_reader_04069_42_seg_1_seg1.wav,door_Freesound_validated_145210_2.wav,door,-5,-5.0,48000,9.216
mixed_0282.wav,book_00028_chp_0015_reader_08897_19_seg_1_seg1.wav,typing_Freesound_validated_65410_7.wav,typing,0,0.0,48000,10.029
mixed_0283.wav,book_00026_chp_0039_reader_04408_5_seg_1_seg1.wav,copy-machine_Freesound_validated_89985_1.wav,copy-machine,15,15.0,48000,2.0
mixed_0284.wav,book_00028_chp_0031_reader_05303_82_seg_0_seg1.wav,door_Freesound_validated_133851_0.wav,door,5,5.0,48000,6.816
mixed_0285.wav,book_00002_chp_0005_reader_11980_7_seg_2_seg1.wav,typing_Freesound_validated_445048_0.wav,typing,15,15.0,48000,1.632
mixed_0286.wav,book_00007_chp_0008_reader_01326_56_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_459137_1.wav,squeakyChair,20,20.0,48000,10.24
mixed_0287.wav,book_00007_chp_0008_reader_01326_45_seg_2_seg1.wav,typing_Freesound_validated_380145_0.wav,typing,15,15.0,48000,4.72
mixed_0288.wav,book_00028_chp_0031_reader_05303_42_seg_0_seg1.wav,door_Freesound_validated_134972_4.wav,door,15,98.738,48000,1.264
mixed_0289.wav,book_00028_chp_0031_reader_05303_26_seg_2_seg1.wav,squeak_squeakyChair_Freesound_validated_414083_18.wav,squeakyChair,5,5.0,48000,9.581
mixed_0290.wav,book_00002_chp_0005_reader_11980_16_seg_0_seg1.wav,typing_Freesound_validated_419395_3.wav,typing,-5,-5.0,48000,2.72
mixed_0291.wav,book_00028_chp_0031_reader_05303_74_seg_0_seg2.wav,typing_Freesound_validated_447909_0.wav,typing,5,5.0,48000,3.728
mixed_0292.wav,book_00026_chp_0039_reader_04408_39_seg_1_seg1.wav,typing_Freesound_validated_331656_1.wav,typing,-5,-5.0,48000,4.56
mixed_0293.wav,book_00002_chp_0005_reader_11980_19_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_452631_8.wav,squeakyChair,10,10.0,48000,1.552
mixed_0294.wav,book_00002_chp_0005_reader_11980_15_seg_2_seg3.wav,door_Freesound_validated_54913_1.wav,door,5,5.0,48000,2.816
mixed_0295.wav,book_00026_chp_0039_reader_04408_42_seg_0_seg2.wav,door_Freesound_validated_18767_2.wav,door,15,15.0,48000,1.917
mixed_0296.wav,book_00028_chp_0038_reader_05919_15_seg_1_seg2.wav,typing_Freesound_validated_399603_73.wav,typing,-5,-5.0,48000,1.504
mixed_0297.wav,book_00026_chp_0039_reader_04408_41_seg_0_seg2.wav,door_Freesound_validated_151089_0.wav,door,15,15.0,48000,4.685
mixed_0298.wav,book_00028_chp_0031_reader_05303_46_seg_0_seg3.wav,typing_Freesound_validated_426872_3.wav,typing,15,15.0,48000,3.712
mixed_0300.wav,book_00026_chp_0039_reader_04408_16_seg_0_seg1.wav,typing_Freesound_validated_380135_7.wav,typing,5,5.0,48000,10.288
mixed_0301.wav,book_00028_chp_0031_reader_05303_3_seg_0_seg1.wav,typing_Freesound_validated_382057_10.wav,typing,20,20.0,48000,6.976
mixed_0302.wav,book_00028_chp_0015_reader_08897_3_seg_1_seg1.wav,copy-machine_Freesound_validated_232901_0.wav,copy-machine,0,0.0,48000,10.333
mixed_0303.wav,book_00007_chp_0008_reader_01326_58_seg_0_seg1.wav,door_Freesound_validated_62536_3.wav,door,10,10.0,48000,7.104
mixed_0304.wav,book_00008_chp_0146_reader_07907_4_seg_2_seg2.wav,squeak_squeakyChair_Freesound_validated_447467_12.wav,squeakyChair,5,5.0,48000,2.24
mixed_0305.wav,book_00007_chp_0008_reader_01326_19_seg_2_seg1.wav,door_Freesound_validated_130656_1.wav,door,10,10.0,48000,3.28
mixed_0306.wav,book_00028_chp_0015_reader_08897_29_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_433995_1.wav,squeakyChair,0,0.0,48000,10.333
mixed_0307.wav,book_00008_chp_0146_reader_07907_3_seg_0_seg2.wav,typing_Freesound_validated_331656_0.wav,typing,0,0.0,48000,2.752
mixed_0308.wav,book_00026_chp_0039_reader_04408_42_seg_1_seg1.wav,typing_Freesound_validated_379068_0.wav,typing,-5,-5.0,48000,3.472
mixed_0309.wav,book_00028_chp_0031_reader_05303_33_seg_1_seg1.wav,door_Freesound_validated_118248_0.wav,door,5,5.0,48000,5.792
mixed_0310.wav,book_00025_chp_0019_reader_04069_43_seg_2_seg1.wav,typing_Freesound_validated_343042_1.wav,typing,5,5.0,48000,1.472
mixed_0311.wav,book_00028_chp_0015_reader_08897_77_seg_2_seg1.wav,door_Freesound_validated_108844_0.wav,door,5,5.0,48000,10.333
mixed_0312.wav,book_00026_chp_0039_reader_04408_13_seg_2_seg1.wav,door_Freesound_validated_79688_8.wav,door,20,20.0,48000,4.528
mixed_0313.wav,book_00028_chp_0031_reader_05303_20_seg_2_seg2.wav,typing_Freesound_validated_326291_0.wav,typing,10,10.0,48000,5.696
mixed_0314.wav,book_00002_chp_0005_reader_11980_15_seg_2_seg1.wav,typing_Freesound_validated_345921_0.wav,typing,-5,-5.0,48000,2.288
mixed_0315.wav,book_00026_chp_0039_reader_04408_22_seg_0_seg1.wav,typing_Freesound_validated_455043_11.wav,typing,15,15.0,48000,6.96
mixed_0316.wav,book_00026_chp_0039_reader_04408_42_seg_0_seg1.wav,door_Freesound_validated_195849_1.wav,door,10,10.0,48000,8.0
mixed_0317.wav,book_00000_chp_0009_reader_06709_15_seg_0_seg1.wav,door_Freesound_validated_181569_1.wav,door,20,20.0,48000,9.568
mixed_0318.wav,book_00002_chp_0005_reader_11980_11_seg_2_seg1.wav,door_Freesound_validated_145210_7.wav,door,20,20.0,48000,2.4
mixed_0319.wav,book_00026_chp_0039_reader_04408_6_seg_0_seg1.wav,typing_Freesound_validated_456191_10.wav,typing,10,10.0,48000,5.456
mixed_0320.wav,book_00028_chp_0031_reader_05303_78_seg_2_seg1.wav,door_Freesound_validated_17972_1.wav,door,-5,-5.0,48000,4.192
mixed_0321.wav,book_00007_chp_0008_reader_01326_73_seg_0_seg2.wav,door_Freesound_validated_183530_0.wav,door,15,15.0,48000,2.368
mixed_0322.wav,book_00028_chp_0031_reader_05303_70_seg_2_seg2.wav,typing_Freesound_validated_360523_4.wav,typing,5,5.0,48000,4.88
mixed_0323.wav,book_00008_chp_0146_reader_07907_7_seg_2_seg1.wav,door_Freesound_validated_186214_0.wav,door,-5,-5.0,48000,2.448
mixed_0324.wav,book_00028_chp_0031_reader_05303_4_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_416319_6.wav,squeakyChair,10,10.0,48000,10.32
mixed_0325.wav,book_00007_chp_0008_reader_01326_10_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_433977_2.wav,squeakyChair,-5,-5.0,48000,10.333
mixed_0326.wav,book_00028_chp_0015_reader_08897_43_seg_2_seg1.wav,typing_Freesound_validated_32380_7.wav,typing,10,10.0,48000,5.472
mixed_0327.wav,book_00028_chp_0038_reader_05919_23_seg_0_seg1.wav,squeak_squeakyChair_Freesound_validated_414106_4.wav,squeakyChair,-5,-5.0,48000,1.216
mixed_0328.wav,book_00007_chp_0008_reader_01326_26_seg_2_seg1.wav,typing_Freesound_validated_450281_9.wav,typing,5,5.0,48000,9.136
mixed_0329.wav,book_00028_chp_0031_reader_05303_61_seg_0_seg1.wav,door_Freesound_validated_88240_1.wav,door,-5,-5.0,48000,3.28
mixed_0330.wav,book_00025_chp_0019_reader_04069_7_seg_2_seg1.wav,door_Freesound_validated_148951_0.wav,door,-5,-5.0,48000,5.84
mixed_0331.wav,book_00026_chp_0039_reader_04408_22_seg_0_seg2.wav,door_Freesound_validated_171230_1.wav,door,15,15.0,48000,2.429
mixed_0332.wav,book_00026_chp_0039_reader_04408_31_seg_2_seg2.wav,typing_Freesound_validated_209987_0.wav,typing,0,0.0,48000,3.984
mixed_0333.wav,book_00028_chp_0038_reader_05919_11_seg_0_seg1.wav,door_Freesound_validated_62630_0.wav,door,20,20.0,48000,4.928
mixed_0334.wav,book_00028_chp_0015_reader_08897_32_seg_0_seg1.wav,typing_Freesound_validated_125377_3.wav,typing,5,5.0,48000,10.256
mixed_0335.wav,book_00026_chp_0039_reader_04408_41_seg_1_seg1.wav,door_Freesound_validated_148945_0.wav,door,5,5.0,48000,7.952
mixed_0336.wav,book_00000_chp_0009_reader_06709_4_seg_0_seg1.wav,typing_Freesound_validated_399603_61.wav,typing,-5,-5.0,48000,10.272
mixed_0337.wav,book_00028_chp_0031_reader_05303_49_seg_2_seg1.wav,typing_Freesound_validated_466758_1.wav,typing,5,5.0,48000,4.864
mixed_0338.wav,book_00028_chp_0015_reader_08897_45_seg_2_seg1.wav,door_Freesound_validated_171084_13.wav,door,-5,-5.0,48000,3.536
mixed_0339.wav,book_00028_chp_0031_reader_05303_37_seg_2_seg1.wav,typing_Freesound_validated_399603_54.wav,typing,20,20.0,48000,2.176
mixed_0340.wav,book_00026_chp_0039_reader_04408_25_seg_2_seg1.wav,door_Freesound_validated_93765_0.wav,door,15,15.0,48000,7.792
mixed_0341.wav,book_00028_chp_0031_reader_05303_37_seg_2_seg2.wav,door_Freesound_validated_82558_22.wav,door,10,10.0,48000,7.12
mixed_0342.wav,book_00028_chp_0031_reader_05303_20_seg_0_seg1.wav,typing_Freesound_validated_449609_4.wav,typing,20,20.0,48000,1.648
mixed_0343.wav,book_00007_chp_0008_reader_01326_0_seg_2_seg1.wav,door_Freesound_validated_118609_0.wav,door,10,10.0,48000,6.608
mixed_0344.wav,book_00028_chp_0031_reader_05303_31_seg_1_seg1.wav,copy-machine_Freesound_validated_49613_4.wav,copy-machine,5,5.0,48000,2.928
mixed_0345.wav,book_00026_chp_0039_reader_04408_37_seg_0_seg1.wav,door_Freesound_validated_168446_3.wav,door,-5,-5.0,48000,8.56
mixed_0346.wav,book_00028_chp_0031_reader_05303_49_seg_1_seg3.wav,squeak_squeakyChair_Freesound_validated_414083_12.wav,squeakyChair,5,5.0,48000,3.805
mixed_0347.wav,book_00028_chp_0038_reader_05919_43_seg_1_seg1.wav,door_Freesound_validated_180659_0.wav,door,5,5.0,48000,6.464
mixed_0348.wav,book_00002_chp_0005_reader_11980_12_seg_2_seg2.wav,door_Freesound_validated_199663_6.wav,door,5,5.0,48000,2.736
mixed_0349.wav,book_00025_chp_0019_reader_04069_44_seg_0_seg2.wav,typing_Freesound_validated_455043_0.wav,typing,5,5.0,48000,4.688
mixed_0350.wav,book_00028_chp_0031_reader_05303_27_seg_1_seg1.wav,squeak_squeakyChair_Freesound_validated_413911_3.wav,squeakyChair,20,20.0,48000,5.52
mixed_0351.wav,book_00028_chp_0038_reader_05919_13_seg_1_seg1.wav,typing_Freesound_validated_164687_0.wav,typing,-5,-5.0,48000,7.536
mixed_0352.wav,book_00028_chp_0031_reader_05303_72_seg_2_seg1.wav,typing_Freesound_validated_404493_2.wav,typing,5,5.0,48000,7.264
mixed_0353.wav,book_00028_chp_0031_reader_05303_63_seg_2_seg2.wav,door_Freesound_validated_52288_0.wav,door,0,0.0,48000,2.72
mixed_0354.wav,book_00025_chp_0019_reader_04069_34_seg_1_seg1.wav,typing_Freesound_validated_419443_0.wav,typing,15,15.0,48000,7.408
mixed_0355.wav,book_00026_chp_0039_reader_04408_32_seg_0_seg1.wav,door_Freesound_validated_57645_0.wav,door,15,15.0,48000,5.904
mixed_0356.wav,book_00028_chp_0031_reader_05303_48_seg_1_seg2.wav,door_Freesound_validated_171084_18.wav,door,15,15.0,48000,2.688
mixed_0357.wav,book_00028_chp_0015_reader_08897_47_seg_2_seg1.wav,door_Freesound_validated_193864_0.wav,door,0,0.0,48000,10.333
mixed_0358.wav,book_00008_chp_0146_reader_07907_10_seg_0_seg4.wav,typing_Freesound_validated_436882_0.wav,typing,10,10.0,48000,2.544
mixed_0359.wav,book_00028_chp_0031_reader_05303_25_seg_1_seg1.wav,typing_Freesound_validated_134962_0.wav,typing,15,15.0,48000,4.656
mixed_0360.wav,book_00026_chp_0039_reader_04408_15_seg_0_seg1.wav,door_Freesound_validated_34979_0.wav,door,-5,-5.0,48000,10.333
mixed_0361.wav,book_00028_chp_0031_reader_05303_9_seg_1_seg1.wav,door_Freesound_validated_133852_0.wav,door,0,-0.0,48000,1.28
mixed_0362.wav,book_00002_chp_0005_reader_11980_0_seg_2_seg2.wav,door_Freesound_validated_201036_6.wav,door,10,10.0,48000,1.632
mixed_0363.wav,book_00002_chp_0005_reader_11980_8_seg_1_seg1.wav,typing_Freesound_validated_361163_2.wav,typing,20,20.0,48000,2.192
mixed_0364.wav,book_00007_chp_0008_reader_01326_67_seg_2_seg1.wav,typing_Freesound_validated_194799_0.wav,typing,20,20.0,48000,4.72
mixed_0365.wav,book_00028_chp_0031_reader_05303_74_seg_0_seg1.wav,typing_Freesound_validated_125377_4.wav,typing,15,15.0,48000,3.328
mixed_0366.wav,book_00002_chp_0005_reader_11980_20_seg_1_seg1.wav,door_Freesound_validated_178017_0.wav,door,5,5.0,48000,2.864
mixed_0367.wav,book_00025_chp_0019_reader_04069_38_seg_1_seg1.wav,door_Freesound_validated_147266_5.wav,door,5,5.0,48000,2.912
mixed_0368.wav,book_00028_chp_0038_reader_05919_1_seg_0_seg1.wav,typing_Freesound_validated_237612_8.wav,typing,10,10.0,48000,8.893
